ObservationDate,Confirmed,Recovered,Deaths,Mortality,Recovery
2020-02-01,1.0,0.0,0.0,0.0,0.0
2020-02-02,1.0,0.0,0.0,0.0,0.0
2020-02-03,1.0,0.0,0.0,0.0,0.0
2020-02-04,1.0,0.0,0.0,0.0,0.0
2020-02-05,1.0,0.0,0.0,0.0,0.0
2020-02-06,1.0,0.0,0.0,0.0,0.0
2020-02-07,1.0,0.0,0.0,0.0,0.0
2020-02-08,1.0,0.0,0.0,0.0,0.0
2020-02-09,2.0,0.0,0.0,0.0,0.0
2020-02-10,2.0,0.0,0.0,0.0,0.0
2020-02-11,2.0,0.0,0.0,0.0,0.0
2020-02-12,2.0,0.0,0.0,0.0,0.0
2020-02-13,2.0,0.0,0.0,0.0,0.0
2020-02-14,2.0,0.0,0.0,0.0,0.0
2020-02-15,2.0,2.0,0.0,0.0,100.0
2020-02-16,2.0,2.0,0.0,0.0,100.0
2020-02-17,2.0,2.0,0.0,0.0,100.0
2020-02-18,2.0,2.0,0.0,0.0,100.0
2020-02-19,2.0,2.0,0.0,0.0,100.0
2020-02-20,2.0,2.0,0.0,0.0,100.0
2020-02-21,2.0,2.0,0.0,0.0,100.0
2020-02-22,2.0,2.0,0.0,0.0,100.0
2020-02-23,2.0,2.0,0.0,0.0,100.0
2020-02-24,2.0,2.0,0.0,0.0,100.0
2020-02-25,6.0,2.0,0.0,0.0,33.33333333333333
2020-02-26,13.0,2.0,0.0,0.0,15.384615384615385
2020-02-27,15.0,2.0,0.0,0.0,13.333333333333334
2020-02-28,32.0,2.0,0.0,0.0,6.25
2020-02-29,45.0,2.0,0.0,0.0,4.444444444444445
2020-03-01,84.0,2.0,0.0,0.0,2.380952380952381
2020-03-02,120.0,2.0,0.0,0.0,1.6666666666666667
2020-03-03,165.0,2.0,1.0,0.6060606060606061,1.2121212121212122
2020-03-04,222.0,2.0,2.0,0.9009009009009009,0.9009009009009009
2020-03-05,259.0,2.0,3.0,1.1583011583011582,0.7722007722007722
2020-03-06,400.0,2.0,5.0,1.25,0.5
2020-03-07,500.0,30.0,10.0,2.0,6.0
2020-03-08,673.0,30.0,17.0,2.526002971768202,4.457652303120357
2020-03-09,1073.0,32.0,28.0,2.60950605778192,2.982292637465051
2020-03-10,1695.0,32.0,35.0,2.0648967551622417,1.887905604719764
2020-03-11,2277.0,183.0,54.0,2.371541501976284,8.036890645586297
2020-03-12,2277.0,183.0,55.0,2.4154589371980677,8.036890645586297
2020-03-13,5232.0,193.0,133.0,2.5420489296636086,3.688837920489297
2020-03-14,6391.0,517.0,195.0,3.0511657017681113,8.089500860585199
2020-03-15,7798.0,517.0,289.0,3.7060784816619647,6.629905103872788
2020-03-16,9942.0,530.0,342.0,3.4399517199758605,5.330919332126332
